,label,blue,green,red,nir,swir1,swir2
1,blt,9314.0,9799.0,9927.0,14757.0,13800.0,11761.0
2,blt,9313.0,9799.0,10069.0,13824.0,13526.0,12236.0
3,blt,9467.0,9798.0,10212.0,12101.0,12704.0,11761.0
4,blt,10162.0,10511.0,11140.0,12415.0,12978.0,12237.0
5,blt,9929.0,10431.0,11140.0,13354.0,15445.0,13946.0
6,blt,9387.0,9637.0,9853.0,12885.0,12888.0,11476.0
7,blt,9386.0,9636.0,9780.0,13668.0,12979.0,11571.0
8,blt,8996.0,9476.0,9636.0,14915.0,13070.0,11000.0
9,blt,9850.0,10192.0,10639.0,14915.0,13711.0,11952.0
10,blt,10312.0,10902.0,11566.0,13825.0,14624.0,13473.0
11,blt,9925.0,10269.0,10854.0,13355.0,14168.0,13283.0
12,blt,9848.0,10349.0,10854.0,14137.0,14625.0,12999.0
13,blt,9614.0,10190.0,10353.0,14294.0,14077.0,12238.0
14,blt,9303.0,9792.0,10280.0,14605.0,14078.0,12429.0
15,blt,9690.0,10110.0,10566.0,13670.0,13529.0,11858.0
16,blt,9457.0,10029.0,10352.0,13356.0,13438.0,12144.0
17,blt,9458.0,9951.0,10065.0,14294.0,13437.0,11668.0
18,blt,9769.0,10348.0,10424.0,14138.0,13803.0,12048.0
19,blt,9227.0,9714.0,9994.0,14605.0,13894.0,12428.0
20,blt,9073.0,9475.0,9564.0,14915.0,14077.0,11572.0
21,blt,8919.0,9397.0,9132.0,16620.0,12979.0,10526.0
22,blt,9464.0,9717.0,10067.0,14759.0,13345.0,11381.0
23,blt,9311.0,9718.0,9925.0,13198.0,12063.0,10905.0
24,blt,9234.0,9479.0,9926.0,14447.0,13161.0,11285.0
25,blt,9390.0,9877.0,10212.0,14913.0,14622.0,12616.0
26,blt,9313.0,9719.0,9926.0,14600.0,13617.0,11475.0
27,blt,9392.0,9720.0,9926.0,14600.0,13799.0,12044.0
28,blt,9237.0,9562.0,9641.0,15377.0,13616.0,11189.0
29,blt,9317.0,9643.0,9856.0,15841.0,13341.0,11189.0
30,blt,9396.0,9801.0,9999.0,15685.0,13616.0,11379.0
31,blt,9241.0,9645.0,9857.0,15685.0,13341.0,10903.0
32,blt,9166.0,9724.0,9786.0,15375.0,13066.0,10523.0
33,blt,9554.0,10200.0,10430.0,15374.0,13797.0,11947.0
34,blt,9401.0,9885.0,10217.0,14286.0,14161.0,12137.0
35,blt,9402.0,9648.0,9717.0,13038.0,13340.0,11852.0
36,blt,9788.0,10439.0,10717.0,14906.0,14525.0,12707.0
37,blt,10020.0,10912.0,11357.0,16453.0,14708.0,11851.0
38,blt,10021.0,10833.0,11499.0,15371.0,14798.0,13465.0
39,blt,9638.0,10047.0,10718.0,14440.0,14069.0,12231.0
40,blt,9253.0,9573.0,9720.0,13818.0,12973.0,11377.0
41,blt,9564.0,9969.0,10292.0,13350.0,12791.0,11662.0
42,blt,9641.0,10128.0,10505.0,14128.0,13886.0,12325.0
43,blt,9334.0,9734.0,10007.0,14283.0,13063.0,10901.0
44,blt,9104.0,9339.0,9364.0,15986.0,12516.0,9951.0
45,blt,9183.0,9657.0,9652.0,16601.0,14249.0,11376.0
46,blt,9416.0,9973.0,10223.0,15521.0,15159.0,12798.0
47,blt,9647.0,9974.0,10508.0,13816.0,14430.0,12513.0
48,blt,9263.0,9896.0,10295.0,13193.0,13062.0,11848.0
49,blt,9726.0,10211.0,10652.0,13349.0,12789.0,12038.0
50,blt,9957.0,10527.0,10935.0,12880.0,13518.0,13176.0
51,blt,10035.0,10528.0,11220.0,12880.0,13609.0,12891.0
52,blt,10265.0,10998.0,11715.0,13969.0,15157.0,14122.0
53,blt,10037.0,10607.0,11220.0,13969.0,14064.0,13175.0
54,blt,9732.0,10452.0,10725.0,13503.0,13334.0,12037.0
55,blt,9580.0,10295.0,10299.0,14278.0,13698.0,12036.0
56,blt,9273.0,9745.0,10014.0,15207.0,14427.0,11846.0
57,blt,9274.0,9746.0,9873.0,15669.0,14517.0,12131.0
58,blt,9199.0,9747.0,9660.0,17512.0,14062.0,10803.0
59,blt,9276.0,9905.0,9731.0,17052.0,13971.0,10803.0
60,blt,9276.0,9905.0,9731.0,17052.0,13971.0,10803.0
61,blt,9585.0,10141.0,10230.0,15360.0,13151.0,11183.0
62,blt,9508.0,9984.0,10159.0,15821.0,13788.0,11657.0
63,blt,9892.0,10377.0,10657.0,16436.0,13879.0,11562.0
64,blt,10349.0,10925.0,11434.0,16282.0,14789.0,13077.0
65,blt,9894.0,10535.0,10657.0,15666.0,13605.0,11656.0
66,blt,9665.0,10301.0,10444.0,15819.0,14243.0,12413.0
67,blt,9971.0,10536.0,10799.0,16126.0,14333.0,12413.0
68,blt,9667.0,10223.0,10516.0,15819.0,14059.0,12223.0
69,blt,9439.0,9831.0,10019.0,14584.0,13786.0,12128.0
70,blt,9286.0,9832.0,9949.0,14892.0,13330.0,11561.0
71,blt,9669.0,10147.0,10446.0,15663.0,13785.0,11371.0
72,blt,9670.0,10068.0,10446.0,14736.0,13329.0,11654.0
73,blt,9135.0,9676.0,10092.0,13808.0,13602.0,12317.0
74,blt,9212.0,9677.0,9880.0,13963.0,12782.0,10990.0
75,blt,9290.0,9835.0,10093.0,12877.0,13056.0,11937.0
76,blt,9444.0,10070.0,10377.0,12565.0,13420.0,12599.0
77,blt,9292.0,9757.0,10164.0,12877.0,13784.0,12316.0
78,blt,9390.0,9958.0,10284.0,14135.0,14531.0,12521.0
79,blt,9622.0,10036.0,10356.0,13668.0,13984.0,12236.0
80,blt,9854.0,10194.0,10641.0,12415.0,13526.0,12712.0
81,blt,10315.0,10747.0,11283.0,13198.0,14167.0,13281.0
82,blt,9929.0,10352.0,10926.0,13980.0,14897.0,13281.0
83,blt,9154.0,9398.0,9636.0,13668.0,12522.0,10905.0
84,blt,9153.0,9397.0,9564.0,14448.0,12979.0,11000.0
85,blt,9073.0,9317.0,9636.0,14760.0,13254.0,10905.0
86,blt,9693.0,9953.0,10425.0,14137.0,14351.0,12428.0
87,blt,9849.0,10349.0,10925.0,13355.0,14624.0,13663.0
88,blt,9460.0,9793.0,10065.0,13199.0,12889.0,11572.0
89,blt,9304.0,9792.0,10065.0,14138.0,13346.0,11382.0
90,blt,9380.0,9951.0,10352.0,14294.0,13621.0,12048.0
91,blt,9768.0,10426.0,11209.0,14138.0,14809.0,13379.0
92,blt,10230.0,10743.0,11423.0,13826.0,14353.0,13189.0
93,blt,9844.0,10109.0,10708.0,13512.0,13529.0,12429.0
94,blt,9223.0,9712.0,9921.0,14138.0,12797.0,11192.0
95,blt,9535.0,10110.0,10208.0,14761.0,13437.0,11763.0
96,blt,9615.0,10031.0,10353.0,14761.0,14534.0,12999.0
97,blt,9306.0,9714.0,9706.0,14605.0,13894.0,11953.0
98,blt,9384.0,9873.0,10066.0,15071.0,13893.0,12238.0
99,blt,9540.0,10033.0,10568.0,14137.0,13893.0,12523.0
100,blt,9231.0,9717.0,10139.0,13354.0,12429.0,11000.0
101,blt,9155.0,9558.0,9709.0,14603.0,12887.0,11286.0
102,blt,9776.0,10273.0,10785.0,15069.0,14531.0,12522.0
103,blt,9699.0,10194.0,10570.0,14290.0,14165.0,12425.0
104,blt,9468.0,9719.0,9997.0,14289.0,14073.0,12330.0
105,blt,9081.0,9561.0,9640.0,15377.0,14073.0,11949.0
106,blt,9315.0,9800.0,9927.0,16151.0,13798.0,11475.0
107,blt,9549.0,10118.0,10428.0,16304.0,13798.0,11570.0
108,blt,9396.0,9801.0,9999.0,16304.0,13432.0,10904.0
109,blt,9241.0,9802.0,10000.0,14598.0,13341.0,11284.0
110,blt,9553.0,9883.0,10216.0,14443.0,13250.0,11474.0
111,blt,9554.0,10042.0,10287.0,13976.0,13066.0,11378.0
112,blt,9401.0,9567.0,9787.0,12570.0,11329.0,9856.0
113,blt,9710.0,10281.0,10717.0,13508.0,13249.0,11947.0
114,blt,9865.0,10281.0,10646.0,14751.0,14253.0,12802.0
115,blt,9481.0,10045.0,10361.0,14751.0,13522.0,11568.0
116,blt,9636.0,10046.0,10647.0,14130.0,14069.0,12231.0
117,blt,9483.0,9809.0,10219.0,13038.0,13064.0,12231.0
118,blt,9870.0,10362.0,10861.0,13195.0,13064.0,12420.0
119,blt,9947.0,10443.0,11074.0,13818.0,13886.0,13369.0
120,blt,9564.0,10049.0,10434.0,13506.0,13977.0,12800.0
121,blt,9256.0,9734.0,9935.0,15214.0,12607.0,11281.0
122,blt,9567.0,10129.0,10364.0,14438.0,13155.0,11281.0
123,blt,9490.0,10208.0,10579.0,13194.0,13702.0,12514.0
124,blt,9492.0,9894.0,10507.0,13037.0,12971.0,12134.0
125,blt,9339.0,9737.0,9938.0,13193.0,12058.0,10900.0
126,blt,9725.0,10210.0,10366.0,13971.0,13062.0,11849.0
127,blt,10185.0,10761.0,11219.0,13504.0,14703.0,14502.0
128,blt,10186.0,10762.0,11431.0,13349.0,14065.0,13271.0
129,blt,10872.0,11466.0,12208.0,14280.0,15248.0,15259.0
130,blt,10340.0,10920.0,11644.0,13504.0,15066.0,14690.0
131,blt,9653.0,10058.0,10368.0,12256.0,12423.0,11754.0
132,blt,9578.0,10059.0,10227.0,14898.0,13243.0,11469.0
133,blt,9271.0,9822.0,9871.0,15979.0,13243.0,10804.0
134,blt,9503.0,9823.0,9943.0,14278.0,11508.0,10139.0
135,blt,9810.0,10453.0,10655.0,15978.0,13607.0,11373.0
136,blt,9735.0,10609.0,10726.0,16131.0,14153.0,12605.0
137,blt,9735.0,10609.0,10726.0,16131.0,14153.0,12605.0
138,blt,9430.0,9904.0,9944.0,14742.0,12421.0,10614.0
139,blt,9431.0,9905.0,10159.0,15822.0,13697.0,11183.0
140,blt,9661.0,10063.0,10301.0,16590.0,14516.0,11940.0
141,blt,9967.0,10611.0,10798.0,15975.0,15334.0,13741.0
142,blt,9892.0,10534.0,10657.0,15821.0,14334.0,12603.0
143,blt,9588.0,10221.0,10302.0,16742.0,13879.0,11751.0
144,blt,9511.0,9986.0,10018.0,16588.0,13422.0,11087.0
145,blt,9590.0,9909.0,10161.0,15357.0,13605.0,11751.0
146,blt,9743.0,10222.0,10445.0,15047.0,13605.0,11751.0
147,blt,9591.0,10145.0,10304.0,15664.0,13422.0,11750.0
148,blt,9591.0,9989.0,10303.0,15355.0,13967.0,12128.0
149,blt,9669.0,10145.0,10446.0,14428.0,13785.0,12033.0
150,blt,9210.0,9597.0,9736.0,14736.0,12236.0,10328.0
151,blt,9135.0,9676.0,9736.0,15045.0,13147.0,10802.0
152,blt,9365.0,9912.0,10092.0,13343.0,12692.0,11179.0
153,blt,9518.0,9835.0,10305.0,12722.0,13692.0,12506.0
154,blt,9749.0,10148.0,10872.0,13808.0,15420.0,14208.0
155,blt,9931.0,10432.0,10785.0,14291.0,14714.0,13566.0
156,blt,9776.0,10273.0,10641.0,13354.0,13801.0,12807.0
157,blt,9542.0,9797.0,10282.0,12572.0,12704.0,11761.0
158,blt,9465.0,9796.0,9925.0,12885.0,11880.0,11000.0
159,blt,9386.0,9796.0,9996.0,14448.0,13802.0,12332.0
160,blt,9385.0,9795.0,10138.0,14448.0,14533.0,13093.0
161,blt,9073.0,9476.0,9707.0,14915.0,13802.0,11572.0
162,blt,9072.0,9475.0,9851.0,14137.0,13986.0,11952.0
163,blt,9227.0,9474.0,10066.0,13669.0,14533.0,12999.0
164,blt,9305.0,9714.0,10209.0,13199.0,13712.0,12619.0
165,blt,9536.0,9792.0,10280.0,12729.0,13071.0,12334.0
166,blt,9613.0,10110.0,10495.0,13670.0,13803.0,12429.0
167,blt,9612.0,10109.0,10495.0,14606.0,13895.0,11858.0
168,blt,9688.0,10029.0,10566.0,14294.0,14078.0,12239.0
169,blt,9611.0,10187.0,10637.0,13670.0,13987.0,12810.0
170,blt,9532.0,10028.0,10351.0,13200.0,13622.0,12715.0
171,blt,9222.0,9630.0,9776.0,14450.0,13163.0,11287.0
172,blt,9146.0,9712.0,9633.0,16005.0,13803.0,10906.0
173,blt,9458.0,9792.0,10065.0,15384.0,14078.0,11858.0
174,blt,9536.0,9872.0,10208.0,14293.0,13437.0,11858.0
175,blt,9461.0,9793.0,10209.0,14293.0,13346.0,11762.0
176,blt,9462.0,9794.0,10209.0,14293.0,13802.0,12143.0
177,blt,9230.0,9795.0,10138.0,13981.0,13070.0,11286.0
178,blt,9386.0,9796.0,9924.0,14759.0,12979.0,10905.0
179,blt,9773.0,10272.0,10783.0,15068.0,14440.0,12711.0
180,blt,9852.0,10351.0,10997.0,13978.0,14804.0,13471.0
181,blt,9466.0,9797.0,9996.0,13822.0,13799.0,12425.0
182,blt,9391.0,9640.0,9925.0,14445.0,13799.0,12235.0
183,blt,9392.0,9879.0,9854.0,15842.0,13526.0,10809.0
184,blt,9315.0,9800.0,9784.0,16922.0,13433.0,11094.0
185,blt,9161.0,9643.0,9713.0,16304.0,13159.0,10904.0
186,blt,9318.0,9881.0,10072.0,14288.0,13432.0,11853.0
187,blt,9551.0,9961.0,10358.0,13665.0,13797.0,12423.0
188,blt,9707.0,10199.0,10573.0,13820.0,13615.0,12613.0
189,blt,9708.0,9962.0,10430.0,13508.0,13066.0,11759.0
190,blt,9709.0,10200.0,10716.0,13352.0,12975.0,11947.0
191,blt,9786.0,10201.0,10574.0,13819.0,13796.0,12612.0
192,blt,9325.0,9806.0,10289.0,13819.0,13157.0,11758.0
193,blt,9712.0,10202.0,10930.0,13195.0,13339.0,12516.0
194,blt,9790.0,10283.0,10860.0,12569.0,12974.0,12136.0
195,blt,10099.0,10677.0,11216.0,13351.0,13248.0,12516.0
196,blt,9945.0,10442.0,10931.0,13351.0,12882.0,12041.0
197,blt,9485.0,9969.0,10362.0,13662.0,13156.0,11851.0
198,blt,9486.0,9969.0,9935.0,14749.0,12973.0,11282.0
199,blt,9487.0,10050.0,10292.0,14128.0,13338.0,11661.0
200,blt,9642.0,10207.0,10649.0,13661.0,13246.0,12419.0
201,blt,9336.0,9656.0,9865.0,13661.0,12790.0,11566.0
202,blt,9337.0,9736.0,10008.0,13816.0,12606.0,11281.0
203,blt,9723.0,10131.0,10365.0,14747.0,13519.0,11660.0
204,blt,9953.0,10447.0,11148.0,13971.0,14613.0,13840.0
205,blt,9954.0,10448.0,11076.0,13349.0,14065.0,13082.0
206,blt,9955.0,10761.0,11360.0,14126.0,13974.0,12512.0
207,blt,10339.0,10762.0,11502.0,13504.0,14612.0,13933.0
208,blt,9422.0,10057.0,10226.0,13504.0,12879.0,11848.0
209,blt,9192.0,9505.0,9513.0,16134.0,13335.0,10710.0
210,blt,9654.0,10058.0,10156.0,15980.0,14246.0,11564.0
211,blt,10114.0,10451.0,10866.0,14279.0,13699.0,12416.0
212,blt,10572.0,11155.0,11645.0,15362.0,14882.0,13743.0
213,blt,9962.0,10608.0,11078.0,16440.0,14700.0,12510.0
214,blt,9197.0,9745.0,9801.0,15361.0,12969.0,10709.0
215,blt,9197.0,9745.0,9801.0,15361.0,12969.0,10709.0
216,blt,9582.0,10061.0,10158.0,16285.0,13333.0,10993.0
217,blt,9889.0,10297.0,10513.0,16130.0,14153.0,12320.0
218,blt,9354.0,10063.0,9874.0,15822.0,12512.0,10424.0
219,blt,9277.0,9748.0,9732.0,15976.0,13332.0,11088.0
220,blt,9433.0,9906.0,10089.0,16282.0,13787.0,11372.0
221,blt,9510.0,9985.0,10160.0,15513.0,13515.0,11751.0
222,blt,9511.0,10065.0,10302.0,16742.0,13514.0,11182.0
223,blt,9436.0,9986.0,10090.0,16894.0,13969.0,11277.0
224,blt,9590.0,10144.0,10445.0,15203.0,14424.0,12792.0
225,blt,9590.0,10066.0,10445.0,14737.0,13513.0,11560.0
226,blt,9591.0,10223.0,10516.0,14119.0,12783.0,11559.0
227,blt,9591.0,9989.0,10091.0,15201.0,13512.0,11938.0
228,blt,9440.0,9753.0,9950.0,15200.0,13603.0,11369.0
229,blt,9363.0,9754.0,10021.0,14118.0,13511.0,12033.0
230,blt,9671.0,10069.0,10234.0,14427.0,14330.0,12694.0
231,blt,9595.0,10304.0,10518.0,15353.0,14875.0,13073.0
232,blt,9312.0,9719.0,10069.0,14291.0,13344.0,11856.0
233,blt,9697.0,10194.0,10355.0,13824.0,13527.0,12047.0
234,blt,9310.0,9717.0,10139.0,12415.0,12247.0,11286.0
235,blt,9464.0,9796.0,9853.0,12415.0,12156.0,11381.0
236,blt,9695.0,10033.0,10354.0,14137.0,13711.0,12047.0
237,blt,9617.0,9873.0,10568.0,13669.0,14807.0,13377.0
238,blt,9228.0,9794.0,9995.0,14293.0,14624.0,12618.0
239,blt,9305.0,9474.0,10066.0,13825.0,14168.0,12333.0
240,blt,9615.0,9872.0,10496.0,13199.0,14168.0,12714.0
241,blt,9614.0,10110.0,10638.0,13512.0,14169.0,12619.0
242,blt,9613.0,9870.0,10566.0,12572.0,13712.0,13000.0
243,blt,9689.0,10109.0,10709.0,13199.0,14260.0,13664.0
244,blt,9301.0,9790.0,10064.0,14606.0,13529.0,11858.0
245,blt,9377.0,9630.0,9992.0,14451.0,13072.0,11002.0
246,blt,9455.0,9948.0,10206.0,14139.0,13347.0,11764.0
247,blt,9609.0,10027.0,10277.0,13827.0,13439.0,12335.0
248,blt,9377.0,9789.0,9920.0,14451.0,13072.0,11287.0
249,blt,9301.0,9711.0,9776.0,14762.0,12431.0,10336.0
250,blt,9612.0,9950.0,10064.0,15384.0,12889.0,10811.0
251,blt,9148.0,9553.0,9562.0,15072.0,13255.0,10811.0
252,blt,9149.0,9473.0,9634.0,14916.0,13255.0,11287.0
253,blt,9461.0,9953.0,10280.0,14760.0,13894.0,12143.0
254,blt,9539.0,9715.0,10281.0,14449.0,13620.0,11857.0
255,blt,9228.0,9636.0,9851.0,15381.0,13618.0,11381.0
256,blt,9386.0,9875.0,10210.0,15380.0,14623.0,12331.0
257,blt,9697.0,10192.0,10854.0,14135.0,14623.0,12996.0
258,blt,9620.0,10035.0,10354.0,14134.0,13709.0,12140.0
259,blt,9466.0,9718.0,9996.0,14290.0,13526.0,11855.0
260,blt,9777.0,10115.0,10642.0,14289.0,13799.0,12140.0
261,blt,10087.0,10512.0,11069.0,14445.0,13982.0,12330.0
262,blt,9702.0,10038.0,10499.0,14289.0,13525.0,12139.0
263,blt,9549.0,10039.0,10428.0,13665.0,13616.0,12329.0
264,blt,9781.0,10355.0,10857.0,13197.0,14346.0,13374.0
265,blt,10091.0,10514.0,11142.0,13039.0,13706.0,13183.0
266,blt,9861.0,10357.0,10644.0,13196.0,13159.0,12518.0
267,blt,9553.0,9962.0,10287.0,12726.0,12152.0,11284.0
268,blt,9709.0,10043.0,10359.0,12570.0,12975.0,11947.0
269,blt,9710.0,10043.0,10431.0,12882.0,13158.0,12422.0
270,blt,9711.0,10201.0,10646.0,13038.0,12792.0,12517.0
271,blt,9788.0,10440.0,10930.0,13195.0,13065.0,11852.0
272,blt,9943.0,10361.0,10647.0,13507.0,13157.0,11663.0
273,blt,9714.0,9967.0,10076.0,13351.0,12608.0,11282.0
274,blt,9561.0,9967.0,10219.0,14129.0,12882.0,11567.0
275,blt,9562.0,10048.0,10078.0,14750.0,12882.0,11282.0
276,blt,9332.0,9653.0,9792.0,14439.0,12151.0,10521.0
277,blt,9641.0,10049.0,10434.0,13817.0,13612.0,12325.0
278,blt,9334.0,9655.0,9864.0,14128.0,12699.0,10996.0
279,blt,9643.0,9971.0,10435.0,14283.0,12972.0,11376.0
280,blt,9875.0,10366.0,10579.0,14438.0,13246.0,11944.0
281,blt,9569.0,9894.0,10365.0,14127.0,13155.0,11565.0
282,blt,9953.0,10367.0,10792.0,13660.0,14066.0,12893.0
283,blt,10108.0,10683.0,11289.0,13971.0,14704.0,13367.0
284,blt,9955.0,10369.0,11005.0,13815.0,14156.0,13177.0
285,blt,9496.0,10291.0,10367.0,14281.0,13518.0,12038.0
286,blt,9343.0,9582.0,9798.0,15981.0,12879.0,10425.0
287,blt,9882.0,10293.0,10582.0,15518.0,14247.0,12322.0
288,blt,10036.0,10763.0,11220.0,15053.0,14792.0,13175.0
289,blt,9654.0,10372.0,10510.0,15517.0,13334.0,11184.0
290,blt,9425.0,10059.0,10440.0,16133.0,13699.0,10994.0
291,blt,9426.0,9822.0,10086.0,15362.0,13243.0,11184.0
292,blt,9426.0,9822.0,10086.0,15362.0,13243.0,11184.0
293,blt,9272.0,9903.0,9943.0,15362.0,13516.0,11278.0
294,blt,10040.0,10531.0,10867.0,15207.0,13971.0,12605.0
295,blt,9045.0,9746.0,9516.0,15977.0,12147.0,9854.0
296,blt,9200.0,9589.0,9660.0,15822.0,12421.0,10044.0
297,blt,9585.0,10141.0,10088.0,15822.0,13423.0,11562.0
298,blt,9891.0,10299.0,10514.0,15050.0,14061.0,12225.0
299,blt,9509.0,9827.0,9875.0,16128.0,14061.0,11657.0
300,blt,9816.0,10457.0,10302.0,16742.0,14151.0,11277.0
301,blt,9664.0,10378.0,10656.0,15819.0,14242.0,12319.0
302,blt,9588.0,10143.0,10231.0,15356.0,14059.0,12129.0
303,blt,10047.0,10614.0,11152.0,15047.0,13786.0,12318.0
304,blt,9667.0,10301.0,10798.0,15509.0,14605.0,13074.0
305,blt,9285.0,9596.0,9735.0,15201.0,13239.0,11180.0
306,blt,9056.0,9597.0,9594.0,14582.0,13329.0,11370.0
307,blt,9134.0,9754.0,9808.0,15508.0,13693.0,11748.0
308,blt,9211.0,9754.0,9453.0,16736.0,13602.0,10896.0
309,blt,9466.0,9956.0,10068.0,13511.0,12704.0,11190.0
310,blt,9620.0,10272.0,10711.0,13198.0,14258.0,12998.0
311,blt,9696.0,10271.0,10640.0,12415.0,13436.0,12713.0
312,blt,9618.0,9954.0,10426.0,12572.0,13070.0,12047.0
313,blt,9617.0,10033.0,10354.0,13825.0,15172.0,13187.0
314,blt,9228.0,9555.0,9923.0,13511.0,13893.0,12428.0
315,blt,9227.0,9634.0,9994.0,13512.0,13528.0,11667.0
316,blt,9381.0,9554.0,9922.0,13669.0,13712.0,11953.0
317,blt,9847.0,10427.0,10996.0,13669.0,14808.0,13378.0
318,blt,9768.0,10189.0,10782.0,13826.0,14260.0,12905.0
319,blt,9612.0,10109.0,10781.0,12729.0,13347.0,12810.0
320,blt,9999.0,10266.0,10924.0,13826.0,14169.0,12620.0
321,blt,9144.0,9470.0,9488.0,14762.0,13256.0,11287.0
322,blt,9065.0,9629.0,9487.0,15074.0,12981.0,11002.0
323,blt,9842.0,10345.0,10780.0,14763.0,14445.0,13001.0
324,blt,9608.0,10026.0,10205.0,13983.0,13805.0,12335.0
325,blt,9298.0,9868.0,10063.0,14139.0,13439.0,11954.0
326,blt,9610.0,10028.0,10565.0,13670.0,12981.0,11954.0
327,blt,10153.0,10662.0,10995.0,15540.0,13987.0,12525.0
328,blt,9302.0,9791.0,9993.0,16005.0,14991.0,12714.0
329,blt,9458.0,9951.0,10208.0,14917.0,14169.0,12239.0
330,blt,9615.0,9792.0,10353.0,14293.0,14260.0,12619.0
331,blt,9616.0,9953.0,10424.0,14293.0,13803.0,12143.0
332,blt,9150.0,9635.0,9779.0,15846.0,13435.0,10905.0
333,blt,9306.0,9794.0,10138.0,15069.0,14166.0,12141.0
334,blt,9772.0,10191.0,10711.0,13511.0,14075.0,12997.0
335,blt,9542.0,9954.0,10211.0,14135.0,13435.0,11666.0
336,blt,9388.0,9796.0,10354.0,13823.0,13892.0,12140.0
337,blt,9853.0,10352.0,10997.0,13198.0,14348.0,13471.0
338,blt,10776.0,11298.0,12135.0,13822.0,14713.0,13944.0
339,blt,10009.0,10590.0,11283.0,13197.0,14347.0,13755.0
340,blt,9624.0,10117.0,10571.0,12727.0,13433.0,12709.0
341,blt,9779.0,10276.0,10856.0,12727.0,13159.0,12329.0
342,blt,9934.0,10277.0,10999.0,12570.0,12702.0,12424.0
343,blt,9705.0,9960.0,10572.0,11943.0,12428.0,11853.0
344,blt,9628.0,9961.0,10429.0,11943.0,12518.0,11759.0
345,blt,10015.0,10279.0,11000.0,13039.0,13066.0,12423.0
346,blt,9708.0,10200.0,10501.0,13820.0,13340.0,12043.0
347,blt,9709.0,10280.0,10574.0,13820.0,13705.0,12232.0
348,blt,9940.0,10595.0,11072.0,14286.0,14161.0,12707.0
349,blt,9634.0,10202.0,10431.0,14286.0,13248.0,11473.0
350,blt,9326.0,9807.0,10003.0,13507.0,12792.0,11188.0
351,blt,9714.0,10203.0,10432.0,13819.0,13157.0,12041.0
352,blt,9329.0,9889.0,9933.0,14440.0,12242.0,10617.0
353,blt,9484.0,9809.0,10005.0,14750.0,12151.0,10141.0
354,blt,9870.0,10442.0,10648.0,14749.0,13977.0,12230.0
355,blt,9718.0,10127.0,10434.0,14594.0,13156.0,11282.0
356,blt,9872.0,10286.0,10649.0,14438.0,14250.0,12325.0
357,blt,9796.0,10287.0,10649.0,14283.0,14705.0,13558.0
358,blt,9490.0,9813.0,10151.0,14438.0,12790.0,10141.0
359,blt,9722.0,10209.0,10436.0,14747.0,14066.0,12324.0
360,blt,9799.0,10289.0,10792.0,14437.0,15069.0,13747.0
361,blt,10260.0,10838.0,11571.0,15212.0,15432.0,14314.0
362,blt,10870.0,11853.0,12700.0,16753.0,16614.0,15450.0
363,blt,10642.0,11387.0,11855.0,16598.0,15067.0,13271.0
364,blt,9496.0,10056.0,10367.0,14900.0,14156.0,12228.0
365,blt,9804.0,10527.0,10794.0,15054.0,15157.0,13365.0
366,blt,9729.0,10450.0,10724.0,15518.0,13882.0,11659.0
367,blt,9730.0,10293.0,10439.0,15826.0,13973.0,11659.0
368,blt,9731.0,10372.0,10724.0,15363.0,13973.0,12227.0
369,blt,9731.0,10372.0,10724.0,15363.0,13973.0,12227.0
370,blt,9502.0,10059.0,10156.0,15052.0,14154.0,12131.0
371,blt,9656.0,9980.0,10370.0,14743.0,13425.0,11847.0
372,blt,9273.0,9823.0,9801.0,15824.0,12969.0,11089.0
373,blt,9582.0,10217.0,10229.0,15977.0,13971.0,12036.0
374,blt,9889.0,10375.0,10585.0,15515.0,14517.0,13173.0
375,blt,9276.0,9905.0,9945.0,14896.0,13333.0,11373.0
376,blt,9432.0,9906.0,10230.0,15360.0,13788.0,11562.0
377,blt,10347.0,11236.0,11715.0,16742.0,14697.0,12414.0
378,blt,10424.0,11080.0,11645.0,16434.0,15696.0,13928.0
379,blt,9664.0,10221.0,10515.0,15665.0,13604.0,11750.0
380,blt,10045.0,10691.0,11151.0,15972.0,14241.0,12318.0
381,blt,9512.0,10222.0,10586.0,15510.0,13968.0,12318.0
382,blt,9053.0,9437.0,9450.0,15509.0,12419.0,10423.0
383,blt,8978.0,9360.0,9165.0,15201.0,12874.0,10517.0
384,blt,9439.0,9832.0,10091.0,14736.0,13785.0,11844.0
385,blt,9287.0,9911.0,9879.0,15508.0,13693.0,11369.0
386,blt,9929.0,10430.0,10855.0,13511.0,13436.0,12522.0
387,blt,10467.0,11140.0,11781.0,13668.0,15536.0,14422.0
388,blt,9927.0,10192.0,10926.0,12885.0,14167.0,13093.0
389,blt,9539.0,9795.0,10354.0,12258.0,12338.0,11667.0
390,blt,10003.0,10270.0,10854.0,13199.0,14442.0,13283.0
391,blt,9461.0,9714.0,10066.0,13199.0,13254.0,11953.0
392,blt,9304.0,9872.0,10280.0,12886.0,13528.0,11953.0
393,blt,9536.0,9792.0,10352.0,13512.0,13712.0,12048.0
394,blt,9613.0,10267.0,10566.0,14138.0,14443.0,12714.0
395,blt,9767.0,10188.0,10853.0,13670.0,14535.0,12810.0
396,blt,9611.0,9949.0,10637.0,12729.0,13163.0,12620.0
397,blt,9610.0,10028.0,10422.0,13670.0,13622.0,12144.0
398,blt,9220.0,9710.0,9848.0,13670.0,12157.0,10621.0
399,blt,9298.0,9629.0,10134.0,13200.0,12249.0,10907.0
