,label,blue,green,red,nir,swir1,swir2
2901,veg,8398.0,8805.0,8632.0,16863.0,14063.0,10573.0
2902,veg,8109.0,8656.0,8564.0,16417.0,13616.0,10293.0
2903,veg,8182.0,8582.0,8497.0,16268.0,12812.0,9922.0
2904,veg,8256.0,8657.0,8497.0,15971.0,13527.0,10108.0
2905,veg,8402.0,8732.0,8566.0,16267.0,13437.0,10108.0
2906,veg,8315.0,8873.0,8763.0,15828.0,14065.0,10668.0
2907,veg,8461.0,9022.0,8967.0,15679.0,14154.0,10574.0
2908,veg,8461.0,8723.0,8900.0,14934.0,14333.0,10946.0
2909,veg,8390.0,8874.0,8968.0,14933.0,14154.0,11039.0
2910,veg,8608.0,8949.0,9173.0,14485.0,15314.0,11969.0
2911,veg,8319.0,8800.0,9037.0,14484.0,14868.0,11690.0
2912,veg,8536.0,8725.0,8833.0,14783.0,14243.0,10946.0
2913,veg,8394.0,8802.0,8970.0,14484.0,14064.0,10946.0
2914,veg,8249.0,8877.0,8630.0,15081.0,13439.0,10481.0
2915,veg,8322.0,8952.0,8835.0,15527.0,13528.0,10574.0
2916,veg,8323.0,8878.0,8767.0,15081.0,14242.0,10667.0
2917,veg,8469.0,8728.0,8904.0,14782.0,14421.0,11132.0
2918,veg,8180.0,8953.0,8836.0,14482.0,14599.0,10945.0
2919,veg,8399.0,8954.0,8768.0,14781.0,14241.0,11224.0
2920,veg,8399.0,8806.0,8837.0,15526.0,14599.0,10945.0
2921,veg,8327.0,8806.0,8565.0,15823.0,13973.0,10480.0
2922,veg,8401.0,8807.0,8633.0,15525.0,13438.0,10201.0
2923,veg,8257.0,8657.0,8634.0,15971.0,13616.0,10386.0
2924,veg,8330.0,8658.0,8430.0,16416.0,13437.0,10108.0
2925,veg,8259.0,8883.0,8703.0,15970.0,13972.0,10666.0
2926,veg,8391.0,8874.0,8900.0,16124.0,14243.0,10946.0
2927,veg,8391.0,8874.0,8559.0,15827.0,13797.0,10481.0
2928,veg,8392.0,8800.0,8833.0,14783.0,14243.0,10946.0
2929,veg,8536.0,8875.0,8969.0,14783.0,14511.0,11132.0
2930,veg,8248.0,9025.0,9174.0,14334.0,14779.0,11504.0
2931,veg,8538.0,8802.0,8970.0,14334.0,14422.0,11132.0
2932,veg,8395.0,8802.0,8902.0,14633.0,14064.0,10852.0
2933,veg,8396.0,8803.0,8835.0,14483.0,14421.0,11132.0
2934,veg,8178.0,8804.0,8699.0,15229.0,13885.0,10667.0
2935,veg,8397.0,8953.0,8699.0,15526.0,13885.0,10667.0
2936,veg,8253.0,8953.0,8836.0,15228.0,14421.0,11132.0
2937,veg,8542.0,8880.0,8836.0,14632.0,14241.0,10759.0
2938,veg,8326.0,9029.0,8701.0,14781.0,14420.0,11038.0
2939,veg,8400.0,8806.0,8905.0,14780.0,14598.0,11131.0
2940,veg,8328.0,8956.0,8838.0,15376.0,14240.0,10758.0
2941,veg,8474.0,8956.0,9110.0,15375.0,14598.0,11131.0
2942,veg,8403.0,9106.0,8975.0,15226.0,14954.0,11316.0
2943,veg,8259.0,8733.0,8703.0,15375.0,14061.0,11038.0
2944,veg,8404.0,8809.0,8499.0,15821.0,13704.0,10201.0
2945,veg,8260.0,8660.0,8772.0,16266.0,13704.0,10386.0
2946,veg,8393.0,8801.0,8765.0,15826.0,14242.0,10667.0
2947,veg,8465.0,8801.0,8765.0,15528.0,13886.0,10387.0
2948,veg,8249.0,8876.0,8766.0,14932.0,13975.0,10759.0
2949,veg,8466.0,8802.0,8902.0,14484.0,14242.0,11132.0
2950,veg,8322.0,8877.0,8903.0,14334.0,14242.0,11132.0
2951,veg,8323.0,8728.0,8903.0,14782.0,14689.0,11224.0
2952,veg,8468.0,8804.0,8972.0,15080.0,14421.0,11132.0
2953,veg,8469.0,8804.0,8836.0,14632.0,13795.0,10573.0
2954,veg,8253.0,8805.0,8836.0,15377.0,13795.0,10387.0
2955,veg,8399.0,8880.0,8632.0,15675.0,14241.0,11038.0
2956,veg,8327.0,8880.0,8837.0,15227.0,14955.0,11317.0
2957,veg,8400.0,8955.0,8769.0,14780.0,14420.0,10945.0
2958,veg,8328.0,8881.0,8702.0,15227.0,13794.0,10666.0
2959,veg,8329.0,8882.0,8906.0,15078.0,14062.0,10573.0
2960,veg,8330.0,8882.0,8634.0,14780.0,13616.0,10386.0
2961,veg,8403.0,8809.0,9043.0,15673.0,14508.0,11316.0
2962,veg,8476.0,8958.0,8975.0,14779.0,14240.0,10851.0
2963,veg,8332.0,8734.0,8499.0,15077.0,13347.0,10201.0
2964,veg,8188.0,8885.0,8568.0,15820.0,13615.0,10386.0
2965,veg,8189.0,8661.0,8568.0,16116.0,14150.0,10572.0
2966,veg,8467.0,8951.0,8834.0,15527.0,14689.0,10852.0
2967,veg,8539.0,9026.0,8971.0,15527.0,14511.0,10946.0
2968,veg,8323.0,8878.0,8767.0,14782.0,13617.0,10574.0
2969,veg,8323.0,8804.0,8631.0,14931.0,13170.0,10108.0
2970,veg,8252.0,8729.0,8631.0,15080.0,13349.0,10108.0
2971,veg,8541.0,8954.0,8904.0,14931.0,14599.0,11132.0
2972,veg,8399.0,9028.0,9041.0,14632.0,14777.0,11503.0
2973,veg,8326.0,8806.0,8769.0,15674.0,13884.0,10759.0
2974,veg,8182.0,8806.0,8633.0,16863.0,13705.0,10293.0
2975,veg,8401.0,8881.0,8633.0,15823.0,13884.0,10387.0
2976,veg,8329.0,8807.0,8702.0,14929.0,13794.0,10851.0
2977,veg,8329.0,8808.0,8702.0,14780.0,13973.0,10758.0
2978,veg,8403.0,8957.0,8771.0,14929.0,13972.0,10851.0
2979,veg,8404.0,8809.0,8703.0,14481.0,14150.0,10944.0
2980,veg,8404.0,8884.0,8907.0,15523.0,14329.0,10944.0
2981,veg,8621.0,8958.0,8976.0,15225.0,14239.0,10944.0
2982,veg,8333.0,8885.0,8840.0,14331.0,13615.0,10758.0
2983,veg,8407.0,8811.0,8500.0,15671.0,13526.0,10293.0
2984,veg,8334.0,8886.0,8705.0,16265.0,14060.0,10572.0
2985,veg,8480.0,8736.0,8569.0,14927.0,13882.0,10665.0
2986,veg,8397.0,8879.0,8699.0,15675.0,14421.0,10852.0
2987,veg,8469.0,8953.0,8836.0,14931.0,14599.0,11039.0
2988,veg,8325.0,8879.0,8836.0,14781.0,13706.0,10667.0
2989,veg,8326.0,8805.0,8632.0,15377.0,13169.0,10294.0
2990,veg,8326.0,8806.0,8632.0,15972.0,13795.0,10480.0
2991,veg,8327.0,8806.0,8769.0,15376.0,13705.0,10293.0
2992,veg,8472.0,8881.0,8906.0,14780.0,14330.0,11223.0
2993,veg,8401.0,8956.0,8974.0,14929.0,14598.0,11223.0
2994,veg,8257.0,8808.0,8770.0,15673.0,14151.0,10666.0
2995,veg,8258.0,8808.0,8498.0,15822.0,13348.0,10108.0
2996,veg,8259.0,8809.0,8567.0,16118.0,13615.0,10201.0
2997,veg,8259.0,8809.0,8839.0,15672.0,14419.0,10944.0
2998,veg,8332.0,8884.0,8976.0,14630.0,14419.0,11037.0
2999,veg,8405.0,8959.0,9044.0,14928.0,15310.0,11595.0
3000,veg,8478.0,8959.0,8976.0,14629.0,14775.0,11502.0
3001,veg,8334.0,8885.0,8909.0,14330.0,13882.0,10851.0
3002,veg,8263.0,8886.0,8773.0,14778.0,13882.0,10851.0
3003,veg,8480.0,8886.0,8705.0,15522.0,14060.0,10851.0
3004,veg,8480.0,8887.0,8910.0,15521.0,14327.0,11037.0
3005,veg,8337.0,8887.0,8842.0,14777.0,14149.0,10944.0
3006,veg,8326.0,8880.0,8632.0,15079.0,13706.0,10480.0
3007,veg,8399.0,8955.0,8837.0,14781.0,14420.0,11038.0
3008,veg,8327.0,8955.0,8905.0,14930.0,14688.0,11317.0
3009,veg,8401.0,8881.0,8769.0,15079.0,13973.0,10758.0
3010,veg,8401.0,8882.0,8770.0,15376.0,13794.0,10480.0
3011,veg,8402.0,8808.0,8838.0,15375.0,13705.0,10293.0
3012,veg,8330.0,8957.0,8907.0,15375.0,14240.0,10945.0
3013,veg,8403.0,8957.0,8975.0,15375.0,14687.0,11409.0
3014,veg,8476.0,8883.0,8839.0,15375.0,14240.0,10944.0
3015,veg,8332.0,8809.0,8704.0,15672.0,13348.0,10293.0
3016,veg,8405.0,8810.0,8840.0,16711.0,14061.0,10201.0
3017,veg,8261.0,8959.0,8908.0,16414.0,14597.0,11130.0
3018,veg,8407.0,9109.0,8977.0,15225.0,15042.0,11316.0
3019,veg,8407.0,8811.0,8909.0,14778.0,14775.0,11409.0
3020,veg,8335.0,8736.0,8773.0,14479.0,13793.0,10944.0
3021,veg,8336.0,8812.0,8706.0,14778.0,13793.0,10572.0
3022,veg,8336.0,8813.0,8774.0,15224.0,14238.0,10850.0
3023,veg,8410.0,8887.0,8910.0,15075.0,14685.0,11037.0
3024,veg,8482.0,8962.0,9114.0,14926.0,14952.0,11686.0
3025,veg,8411.0,8888.0,9047.0,14926.0,15041.0,11594.0
3026,veg,8256.0,8807.0,8702.0,14631.0,13438.0,10480.0
3027,veg,8401.0,8956.0,8770.0,14780.0,13973.0,10758.0
3028,veg,8402.0,8882.0,8838.0,14929.0,14329.0,11038.0
3029,veg,8330.0,8808.0,8703.0,14929.0,13616.0,10480.0
3030,veg,8259.0,8733.0,8771.0,15078.0,13526.0,10293.0
3031,veg,8404.0,8809.0,8703.0,15226.0,13972.0,10573.0
3032,veg,8332.0,8884.0,8772.0,15374.0,14508.0,11131.0
3033,veg,8332.0,8959.0,8840.0,15225.0,14686.0,11316.0
3034,veg,8477.0,8885.0,8772.0,14928.0,14597.0,11222.0
3035,veg,8406.0,8959.0,8841.0,15225.0,14775.0,11316.0
3036,veg,8550.0,8960.0,9045.0,15820.0,15220.0,11315.0
3037,veg,8408.0,8960.0,8977.0,15968.0,15220.0,11502.0
3038,veg,8480.0,9035.0,8977.0,15373.0,15220.0,11502.0
3039,veg,8336.0,8813.0,8910.0,14927.0,14418.0,11037.0
3040,veg,8265.0,8813.0,8774.0,14926.0,13792.0,10572.0
3041,veg,8410.0,8813.0,8843.0,15075.0,14327.0,10850.0
3042,veg,8411.0,8814.0,8843.0,15075.0,14327.0,11037.0
3043,veg,8338.0,8814.0,8843.0,14926.0,14417.0,10943.0
3044,veg,8412.0,8963.0,9183.0,14776.0,14773.0,11501.0
3045,veg,8556.0,9113.0,9251.0,15074.0,15842.0,11965.0
3046,veg,8256.0,8807.0,8634.0,14631.0,13437.0,10480.0
3047,veg,8328.0,8882.0,8770.0,14780.0,13794.0,10573.0
3048,veg,8473.0,8882.0,8838.0,14630.0,14151.0,10758.0
3049,veg,8257.0,8732.0,8634.0,14780.0,13705.0,10480.0
3050,veg,8330.0,8808.0,8703.0,15226.0,13705.0,10480.0
3051,veg,8403.0,8809.0,8839.0,15225.0,14240.0,10944.0
3052,veg,8404.0,8958.0,8840.0,15077.0,14597.0,11131.0
3053,veg,8405.0,8884.0,8840.0,14779.0,14419.0,11131.0
3054,veg,8477.0,8959.0,8772.0,14928.0,14508.0,11130.0
3055,veg,8406.0,8959.0,8909.0,15077.0,14775.0,11316.0
3056,veg,8478.0,8885.0,8909.0,15224.0,14864.0,11315.0
3057,veg,8407.0,8811.0,8909.0,15224.0,14507.0,11222.0
3058,veg,8408.0,8886.0,8909.0,15224.0,14774.0,11222.0
3059,veg,8335.0,8737.0,8910.0,14927.0,14418.0,10944.0
3060,veg,8264.0,8737.0,8706.0,14777.0,13792.0,10572.0
3061,veg,8337.0,8663.0,8775.0,15075.0,14149.0,10757.0
3062,veg,8410.0,8814.0,8775.0,15223.0,14238.0,10943.0
3063,veg,8338.0,8888.0,8843.0,14926.0,14417.0,10943.0
3064,veg,8411.0,8889.0,8979.0,14776.0,14417.0,11130.0
3065,veg,8412.0,8815.0,8912.0,14627.0,14595.0,11036.0
3066,wtr,8495.0,8975.0,8736.0,11932.0,10581.0,8711.0
3067,wtr,8495.0,8975.0,8806.0,9314.0,7682.0,7489.0
3068,wtr,8645.0,8745.0,8737.0,11626.0,9585.0,8336.0
3069,wtr,8495.0,8899.0,8737.0,9624.0,8045.0,7771.0
3070,wtr,8420.0,8975.0,8877.0,11318.0,9585.0,8524.0
3071,wtr,8646.0,8976.0,8737.0,9469.0,7954.0,7678.0
3072,wtr,8420.0,8899.0,8667.0,11472.0,9404.0,8336.0
3073,wtr,8570.0,8899.0,8737.0,9624.0,7954.0,7584.0
3074,wtr,8496.0,8899.0,8667.0,10549.0,8409.0,7865.0
3075,wtr,8571.0,8899.0,8877.0,9932.0,8137.0,7865.0
3076,wtr,8497.0,8823.0,8598.0,10242.0,8318.0,7771.0
3077,wtr,8497.0,8900.0,8877.0,10087.0,8227.0,7865.0
3078,wtr,8497.0,8900.0,8668.0,11318.0,9766.0,8806.0
3079,wtr,8722.0,8823.0,8738.0,9933.0,7864.0,7584.0
3080,wtr,8648.0,8977.0,8808.0,11626.0,10491.0,9087.0
3081,wtr,8422.0,8900.0,8738.0,9470.0,7955.0,7584.0
3082,wtr,8572.0,8824.0,8598.0,11932.0,9947.0,8617.0
3083,wtr,8573.0,8747.0,8668.0,9625.0,8137.0,7678.0
3084,wtr,8274.0,9055.0,8668.0,11932.0,9495.0,8241.0
3085,wtr,8573.0,8824.0,8669.0,9470.0,7955.0,7584.0
3086,wtr,8573.0,8978.0,8878.0,11626.0,9404.0,8430.0
3087,wtr,8649.0,8901.0,8669.0,9316.0,7774.0,7395.0
3088,wtr,8349.0,9209.0,8809.0,11626.0,9947.0,8900.0
3089,wtr,8424.0,8978.0,8669.0,9007.0,7592.0,7302.0
3090,wtr,8650.0,9056.0,8739.0,10704.0,9404.0,8524.0
3091,wtr,8574.0,8978.0,8809.0,9007.0,7683.0,7395.0
3092,wtr,8500.0,8902.0,8879.0,10396.0,8681.0,7960.0
3093,wtr,8574.0,8902.0,8879.0,9316.0,7864.0,7490.0
3094,wtr,8500.0,8902.0,9018.0,10088.0,8409.0,7771.0
3095,wtr,8424.0,9133.0,8879.0,9471.0,7864.0,7584.0
3096,wtr,8424.0,9056.0,9018.0,10396.0,8318.0,7771.0
3097,wtr,8574.0,9056.0,8879.0,9316.0,7955.0,7490.0
3098,wtr,8424.0,9133.0,9088.0,9933.0,8228.0,7771.0
3099,wtr,8574.0,9056.0,8949.0,9471.0,8046.0,7584.0
3100,wtr,8500.0,9056.0,9228.0,9779.0,8046.0,7584.0
3101,wtr,8500.0,9056.0,8879.0,9625.0,8046.0,7678.0
3102,wtr,8574.0,8978.0,9158.0,9625.0,7864.0,7584.0
3103,wtr,8424.0,9056.0,8599.0,9625.0,8137.0,7678.0
3104,noData,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3106,noData,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3108,noData,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3110,noData,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3112,noData,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3114,noData,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3116,noData,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3118,noData,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3120,noData,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3122,noData,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3124,noData,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3126,noData,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3128,noData,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3130,noData,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3132,noData,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3134,noData,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3136,noData,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3138,noData,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3140,noData,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3142,noData,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3144,noData,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3146,noData,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3148,noData,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3150,noData,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3152,noData,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3154,noData,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3156,noData,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3158,noData,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3160,noData,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
